Id,y
10000,-66.00242349023134
10001,451.40650440115314
10002,-461.6764170602977
10003,40.50120875372508
10004,-126.74472245403827
10005,-342.53455181925204
10006,-396.55554211358844
10007,335.54127907908764
10008,-99.51242087062442
10009,304.81253980627594
10010,68.89453048978595
10011,412.3691954559075
10012,54.94237102476771
10013,-17.0055507547799
10014,-597.8499575722612
10015,443.50228878641417
10016,144.77448697804266
10017,-57.41116367253771
10018,134.38782757746304
10019,-108.9837759891088
10020,153.82482842506732
10021,611.7359836022026
10022,588.3896503384221
10023,-131.01679995801956
10024,-61.135621141228555
10025,-374.248495316972
10026,74.1579930796542
10027,137.4383787361036
10028,420.0866117967904
10029,196.76562571344476
10030,268.442849800533
10031,638.4749102511091
10032,127.37873138691752
10033,1.349118758400031
10034,22.71045317740656
10035,342.2395345225649
10036,307.70396697417175
10037,348.13820870094185
10038,-168.652861307354
10039,-20.221130904617876
10040,-551.7499275731097
10041,-429.9718040667417
10042,261.8919587067428
10043,389.8204261292208
10044,-96.16562227356592
10045,-210.7108012563265
10046,278.88186878401285
10047,-427.45330103104834
10048,-172.9032529175695
10049,467.2643783557836
10050,-631.5587355874391
10051,-355.53165933817723
10052,143.173275538604
10053,69.19920259894138
10054,275.5882739767268
10055,-263.1886122041035
10056,167.49830723241138
10057,104.57789589014146
10058,230.07008661007737
10059,20.988026644577
10060,-4.82258126250208
10061,-201.9229408106375
10062,560.0639265657703
10063,55.288476252448476
10064,671.3015746918338
10065,-493.7487382852288
10066,-279.35303673259136
10067,-53.71252761314605
10068,379.6981955009761
10069,315.07141085798384
10070,169.13001732614214
10071,-271.5993032690101
10072,783.8022226750338
10073,44.5773115155483
10074,57.40678005457876
10075,-161.07827414306854
10076,-220.66957847885712
10077,223.24129442929137
10078,352.66559554375624
10079,13.163291366266552
10080,-461.99414698573
10081,305.372146691424
10082,-230.59656173861006
10083,359.0744432425439
10084,-430.26056337592064
10085,-115.54882205546454
10086,-88.9600638786737
10087,-488.2901898080424
10088,-139.35033854713564
10089,57.338808108525825
10090,-190.3362427216643
10091,-6.508092914823916
10092,189.2910777470181
10093,346.6036781856559
10094,871.6273206485911
10095,-147.01353738653927
10096,443.48993777943093
10097,-30.498432974438845
10098,185.46345753445775
10099,-119.91717151732723
10100,43.57523800180947
10101,58.31857155224348
10102,-197.15246829839833
10103,-70.47160678841212
10104,-342.84605328866695
10105,-29.233589873716657
10106,49.52292929610368
10107,-16.246144137911696
10108,33.7750692616076
10109,-68.88307748324112
10110,25.863399493696154
10111,-617.3142842716964
10112,-185.90441301194937
10113,323.78310610938775
10114,-35.66219572212685
10115,-733.5297711613839
10116,-240.7385626473597
10117,-381.97314662424867
10118,75.31994462169469
10119,36.61032645911651
10120,-28.756270225024263
10121,-481.1606279685896
10122,408.8502304229899
10123,-765.0217471991634
10124,178.0726965163714
10125,-7.64987938567111
10126,134.79684623375852
10127,-477.4585142128691
10128,-248.70625301323656
10129,-361.8846572238644
10130,-18.755611748554013
10131,7.795604374434252
10132,-109.10598972538523
10133,-63.07374524219503
10134,591.8231837349165
10135,259.6126336966295
10136,-279.86583200876714
10137,93.22535940051844
10138,-427.2873154191348
10139,84.38656633089875
10140,-311.54463064415785
10141,11.419268612559993
10142,-297.831468423584
10143,-331.9289709686441
10144,656.0132305257312
10145,-476.66268136505494
10146,361.1940451337729
10147,-150.18526861192277
10148,299.94671902432583
10149,-191.72143219270606
10150,151.9499951161197
10151,-64.67275781576589
